pH,Temperature,Turbidity,TDS,DO,BOD,COD,status
7.907,26.839,1.301,32.70208,,5.31652,13.291299999999998,Poor
7.908,26.764,1.159,32.66176,,5.372520000000001,13.4313,Poor
7.904,26.792,1.145,32.66304,,5.27356,13.1839,Poor
,26.753,1.104,32.654720000000005,,5.00424,12.5106,Fair
,26.705,1.048,32.654720000000005,,5.2652,13.163,Fair
,26.699,1.076,32.6368,,5.051920000000001,12.629800000000001,Fair
,26.681,1.146,32.63232,,5.019680000000001,12.5492,Fair
,26.689,1.58,32.61888,,5.3207200000000014,13.301800000000002,Fair
,26.689,1.184,32.6336,,5.131120000000001,12.827800000000002,Fair
,26.692,1.129,32.62528,,4.93196,12.3299,Fair
7.909,26.81,1.805,32.66432,,6.0462,15.115499999999999,Poor
7.904,26.798,1.101,32.647040000000004,,5.158040000000001,12.895100000000001,Poor
,26.721,1.112,32.63872,,5.13208,12.8302,Fair
7.933,26.878,2.36,32.65216,,6.177440000000001,15.443600000000002,Poor
7.936,26.92,3.187,32.6528,,6.7234,16.8085,Poor
7.943,26.885,2.016,32.57984,,5.7620000000000005,14.405,Poor
7.943,26.938,2.51,32.60224,,6.36664,15.916599999999999,Poor
7.943,26.999,2.541,32.63232,,6.274919999999999,15.687299999999997,Poor
7.943,27.057,1.787,32.65792,,5.9767600000000005,14.9419,Poor
7.938,27.114,1.774,32.637440000000005,,5.80952,14.5238,Poor
7.935,27.161,1.536,32.67136,,5.462480000000001,13.656200000000002,Poor
7.929,27.177,1.118,32.65216,,5.557760000000001,13.894400000000001,Poor
7.934,27.225,1.737,32.67328,,5.6482,14.1205,Poor
7.934,27.211,1.968,32.57856,,5.87448,14.6862,Poor
7.95,27.095,2.317,32.529920000000004,,6.263400000000001,15.6585,Poor
7.949,27.147,2.112,32.51008,,5.93816,14.8454,Poor
7.948,27.205,3.132,32.556799999999996,,6.494,16.235,Poor
7.946,27.343,2.139,32.57088,,6.048439999999999,15.121099999999998,Poor
7.944,27.371,2.129,32.57024,,6.016680000000001,15.0417,Poor
7.949,27.504,3.08,32.57856,,6.7715200000000015,16.928800000000003,Poor
7.939,27.607,3.012,32.5664,,6.66216,16.6554,Poor
7.939,27.607,3.012,32.5664,,6.66216,16.6554,Poor
7.934,27.628,2.695,32.403200000000005,,6.439240000000002,16.098100000000002,Poor
7.937,27.304,2.708,32.25088,,6.58032,16.4508,Poor
7.923,27.201,2.609,31.804160000000003,,6.6334800000000005,16.5837,Poor
7.916,27.345,2.195,31.888640000000002,,6.085400000000001,15.213500000000002,Poor
7.914,27.399,2.37,31.78624,,6.377120000000001,15.9428,Poor
7.909,27.499,2.55,31.81504,,6.4907200000000005,16.2268,Poor
7.912,27.526,3.012,31.8048,,7.641280000000001,19.1032,Poor
7.913,27.61,2.681,31.96736,,6.3886,15.971499999999999,Poor
7.92,27.55,2.649,32.14336,,6.4030000000000005,16.0075,Poor
7.917,27.72,2.66,32.33984,,6.4704000000000015,16.176000000000002,Poor
7.911,27.928,2.643,32.13504,,6.40644,16.016099999999998,Poor
7.92,27.842,2.714,31.7056,,6.33656,15.8414,Poor
7.923,27.779,2.302,31.98848,,5.942720000000001,14.856800000000002,Poor
7.912,,2.147,32.26752,,,,Poor
7.921,27.97,2.794,32.02304,,6.760400000000001,16.901,Poor
7.925,27.786,2.219,32.048,,6.037480000000001,15.093700000000002,Poor
7.926,27.985,2.269,32.3776,,5.989800000000002,14.974500000000003,Poor
7.923,,2.482,32.46336,,,,Poor
7.916,,2.304,32.336,,,,Poor
7.921,,2.091,32.45504,,,,Poor
7.925,,1.947,32.473600000000005,,,,Poor
7.916,,1.895,32.47744,,,,Poor
7.924,,2.649,32.53696,,,,Poor
7.915,,2.231,31.97248,,,,Poor
7.92,,2.279,32.19008,,,,Poor
7.919,,2.055,32.24,,,,Poor
7.918,,1.614,32.30592,,,,Poor
7.912,,1.777,32.43136,,,,Poor
7.915,,1.645,32.32,,,,Poor
7.909,,1.538,32.332800000000006,,,,Poor
7.923,,2.444,32.3264,,,,Poor
7.916,,1.624,32.34368,,,,Poor
7.917,,1.453,32.33088,,,,Poor
7.92,,1.947,32.34496,,,,Poor
7.912,,1.452,32.34304,,,,Poor
7.923,,1.703,32.37056,,,,Poor
7.918,,2.064,32.22016,,,,Poor
7.914,,1.563,32.36736,,,,Poor
7.918,,1.56,32.361599999999996,,,,Poor
7.92,,2.259,32.04608,,,,Poor
7.925,,1.599,32.11328,,,,Poor
7.918,,1.462,32.31424,,,,Poor
7.912,,1.295,32.34368,,,,Poor
7.915,,1.464,32.40576,,,,Poor
7.915,,1.368,32.38656,,,,Poor
7.916,,1.422,32.40256,,,,Poor
7.912,,1.412,32.3936,,,,Poor
7.914,,1.461,32.40896,,,,Poor
7.917,,1.46,32.387840000000004,,,,Poor
7.915,,1.477,32.40576,,,,Poor
7.909,,1.286,32.38528,,,,Poor
7.903,,1.246,32.39872,,,,Poor
7.919,,1.251,32.39744,,,,Poor
7.918,,1.389,32.39872,,,,Poor
7.924,,1.312,32.4,,,,Poor
7.919,,1.253,32.40576,,,,Poor
7.932,,1.513,32.3968,,,,Poor
7.922,,1.066,32.41536,,,,Poor
7.925,,1.105,32.40704,,,,Poor
7.93,,1.254,32.42176,6.01,,,Good
7.929,,1.319,32.4096,6.02,,,Good
7.93,,1.467,32.4288,,,,Poor
7.926,,1.433,32.422399999999996,,,,Poor
7.925,,1.631,32.42752,6.014,,,Good
7.93,,1.471,32.434560000000005,,,,Poor
7.928,,1.981,32.4416,6.01,,,Good
7.931,,1.98,32.448,,,,Poor
7.93,,1.986,32.464,,,,Poor
7.936,,2.5,32.461439999999996,,,,Poor
7.939,,2.867,32.464,,,,Poor
7.94,,2.32,32.451840000000004,,,,Poor
7.937,,2.371,32.46912,,,,Poor
7.937,,2.265,32.434560000000005,,,,Poor
7.938,,2.405,32.45632,,,,Poor
7.939,,2.132,32.4448,,,,Poor
7.941,,2.573,32.4448,,,,Poor
7.947,,2.198,32.36672,,,,Poor
7.942,,2.053,32.41408,6.025,,,Good
7.942,,2.014,32.3904,,,,Poor
7.932,,2.127,32.40128,,,,Poor
7.936,,2.175,32.36672,,,,Poor
7.938,,2.163,32.362880000000004,,,,Poor
7.933,,2.255,32.3136,,,,Poor
7.934,,2.353,32.465920000000004,,,,Poor
7.94,,2.126,32.30656,,,,Poor
7.937,,2.23,32.36352,,,,Poor
7.932,,2.127,32.35456,,,,Poor
7.934,,1.628,32.34624,,,,Poor
7.931,,1.967,32.34624,,,,Poor
7.931,,1.781,32.356480000000005,,,,Poor
7.931,,1.872,32.3456,,,,Poor
7.931,,1.492,32.366080000000004,,,,Poor
7.936,,1.791,32.366080000000004,,,,Poor
7.937,,1.45,32.5056,,,,Poor
7.938,,1.286,32.37696,,,,Poor
7.933,27.999,1.393,32.387840000000004,,7.12772,17.8193,Poor
7.931,27.969,1.483,32.36672,,6.980119999999999,17.4503,Poor
7.933,27.934,1.353,32.384,,7.0193200000000004,17.5483,Poor
7.935,27.924,1.522,32.3744,,7.411920000000001,18.5298,Poor
7.932,27.922,1.275,32.39936,,6.419560000000001,16.0489,Poor
7.936,27.908,1.168,32.37952,,7.053440000000001,17.6336,Poor
7.931,27.885,1.622,32.46784,,7.066400000000001,17.666,Poor
7.929,27.885,0.997,32.3808,,6.2578000000000005,15.6445,Poor
7.926,27.875,1.519,32.39168,,6.938199999999999,17.345499999999998,Poor
7.931,27.838,1.18,32.3776,,6.39344,15.9836,Poor
7.92,27.829,1.647,32.49728,,6.43372,16.0843,Poor
7.915,27.821,1.268,32.49792,,5.84088,14.6022,Poor
7.907,27.806,1.298,32.42944,,5.8960799999999995,14.740199999999998,Poor
7.918,27.782,1.175,32.43648,,5.885960000000001,14.7149,Poor
7.909,27.771,1.559,32.44544,,6.140280000000001,15.350700000000002,Poor
7.92,27.755,1.44,32.43392,,6.3292,15.823,Poor
7.923,27.732,1.398,32.45056,,6.86536,17.1634,Poor
7.926,27.728,1.317,32.45248,,6.64844,16.6211,Poor
7.918,27.707,1.155,32.449920000000006,,5.93436,14.835899999999999,Poor
7.927,27.707,1.289,32.461439999999996,,6.57396,16.4349,Poor
7.922,27.712,1.783,32.46784,,7.010760000000001,17.5269,Poor
7.912,27.673,1.014,32.4352,,6.0334400000000015,15.083600000000002,Poor
,27.628,1.489,32.384,,6.08844,15.2211,Fair
,27.615,1.437,32.37568,,5.8994,14.7485,Fair
,27.627,1.438,32.3936,,6.076960000000001,15.192400000000001,Fair
,27.624,1.098,32.45824,,5.51032,13.7758,Fair
7.908,27.646,1.368,32.439679999999996,,6.0332799999999995,15.083199999999998,Poor
7.912,27.654,1.311,32.44608,,5.78852,14.4713,Poor
7.91,27.665,1.754,32.448,,6.253600000000001,15.634000000000002,Poor
7.911,27.672,1.137,32.44928,,5.516760000000001,13.791900000000002,Poor
7.909,27.682,1.485,32.42944,,5.96316,14.9079,Poor
7.909,27.681,1.201,32.43776,,5.534280000000001,13.835700000000001,Poor
7.914,27.674,1.382,32.44608,,5.706320000000001,14.2658,Poor
7.916,27.692,1.496,32.4256,,5.70016,14.250399999999999,Poor
,27.722,1.136,32.44672,,5.37296,13.4324,Fair
7.913,27.72,1.071,32.43328,,5.473800000000001,13.684500000000002,Poor
7.918,27.727,1.255,32.44864,,5.844760000000001,14.611900000000002,Poor
7.919,27.718,1.618,32.42432,,6.184240000000001,15.460600000000001,Poor
7.922,27.728,1.789,32.43072,,6.195640000000001,15.4891,Poor
7.926,27.744,2.323,32.40576,,6.590920000000001,16.4773,Poor
7.924,27.774,2.072,32.405120000000004,,6.510720000000001,16.2768,Poor
7.923,27.797,1.846,32.40128,,6.42576,16.0644,Poor
7.92,27.815,2.228,32.42304,,6.863600000000002,17.159000000000002,Poor
7.928,27.822,2.408,32.401920000000004,,7.1593599999999995,17.8984,Poor
7.932,27.839,2.297,32.528000000000006,,6.94692,17.3673,Poor
7.94,27.903,2.455,32.22208,6.095,8.079640000000001,20.1991,Good
7.956,27.857,2.22,31.66272,6.454,7.355760000000001,18.389400000000002,Good
7.956,27.845,3.374,31.550720000000002,6.45,8.8288,22.072,Good
7.963,27.788,3.798,31.45984,6.501,9.09304,22.732599999999998,Good
7.963,27.788,3.798,31.45984,6.501,9.09304,22.732599999999998,Good
7.976,27.634,2.69,31.164160000000003,6.579,8.21512,20.5378,Good
7.979,27.66,2.602,31.50656,6.52,8.4332,21.083,Good
7.959,27.824,3.157,31.4784,6.413,8.62252,21.5563,Good
7.954,27.832,3.412,31.54944,6.355,11.16336,27.9084,Good
7.947,27.884,3.604,31.589119999999998,6.289,9.52912,23.8228,Good
7.943,27.897,3.542,31.46112,6.375,9.38256,23.4564,Good
7.94,27.899,3.8,31.431680000000004,6.351,9.05592,22.6398,Good
7.942,27.868,3.703,31.43488,6.405,9.314440000000001,23.2861,Good
7.946,27.878,3.841,31.42336,6.423,9.17644,22.9411,Good
7.944,27.866,3.826,31.42208,6.445,10.86008,27.150199999999998,Good
7.945,27.809,3.724,31.530880000000003,6.449,10.764720000000002,26.911800000000003,Good
7.956,27.798,3.307,31.53792,6.451,,,Good
7.952,27.808,3.477,31.48608,6.429,10.847640000000002,27.119100000000003,Good
7.954,27.755,3.264,31.50464,6.451,9.581999999999999,23.955,Good
7.96,27.722,3.303,31.45984,6.476,9.101159999999998,22.752899999999997,Good
7.959,27.69,3.274,31.64352,6.467,10.1132,25.283,Good
7.96,27.691,3.224,31.59936,6.473,10.60648,26.516199999999998,Good
7.96,27.657,3.223,31.61216,6.472,12.108760000000002,30.271900000000002,Good
7.959,27.652,3.051,31.628159999999998,6.437,10.039560000000002,25.0989,Good
7.961,27.596,2.995,31.59424,6.476,8.823080000000001,22.0577,Good
7.961,27.57,3.212,31.59488,6.507,10.566400000000002,26.416,Good
7.963,27.535,2.948,31.5712,6.542,11.330000000000002,28.325000000000003,Good
7.966,27.533,3.308,31.63136,6.567,,,Good
7.97,27.519,2.89,31.60192,6.603,11.14912,27.872799999999998,Good
7.975,27.506,2.94,31.628800000000002,6.648,13.523680000000002,33.809200000000004,Good
7.974,27.514,3.018,31.857280000000003,6.658,,,Good
7.977,27.491,2.792,31.783040000000003,6.656,,,Good
7.98,27.47,3.153,31.7824,6.686,11.7166,29.2915,Good
7.981,27.47,2.964,31.79584,6.667,,,Good
7.978,27.444,2.926,31.92,6.664,12.55272,31.381800000000002,Good
7.977,27.424,2.807,31.776,6.697,11.63652,29.0913,Good
7.974,27.415,2.794,31.79584,6.684,,,Good
7.972,27.377,2.907,31.86944,6.622,11.747160000000001,29.3679,Good
7.967,27.386,2.639,31.806720000000002,6.599,11.030280000000001,27.5757,Good
7.976,27.376,2.959,31.802880000000002,6.614,,,Good
7.979,27.34,3.11,31.802880000000002,6.644,11.506,28.765,Good
7.98,27.332,3.013,31.80096,6.65,,,Good
7.975,27.293,2.566,31.726080000000003,6.598,11.014240000000001,27.535600000000002,Good
7.957,27.24,3.205,31.54816,6.545,12.419,31.0475,Good
7.962,27.259,2.168,31.697280000000003,6.474,10.822320000000001,27.0558,Good
7.959,27.263,2.182,31.72096,6.479,,,Good
7.955,27.247,2.131,31.75424,6.408,,,Good
7.958,27.194,2.17,31.60384,6.441,,,Good
7.943,27.215,1.909,31.71584,6.311,11.842600000000003,29.606500000000004,Good
7.938,27.237,1.27,31.74656,6.151,9.47376,23.6844,Good
7.934,27.244,1.206,31.78112,6.108,10.011920000000002,25.0298,Good
7.925,27.248,1.168,31.79328,,9.14464,22.8616,Poor
7.935,27.238,1.449,31.8336,,9.09004,22.7251,Poor
7.93,27.168,1.452,31.724800000000002,6.055,10.035040000000002,25.087600000000002,Good
7.941,27.137,1.902,31.728640000000002,6.229,13.204160000000002,33.010400000000004,Good
7.938,27.164,1.67,31.788800000000002,6.217,,,Good
7.94,27.171,1.528,31.83488,6.179,7.63288,19.0822,Good
7.941,27.154,1.71,31.817600000000002,6.184,10.000720000000001,25.001800000000003,Good
7.937,27.138,1.838,31.82912,6.162,9.88344,24.7086,Good
7.946,27.14,1.824,31.83616,6.109,10.152000000000001,25.380000000000003,Good
7.956,27.134,2.479,31.866880000000002,6.298,11.58852,28.9713,Good
7.955,27.116,2.454,31.87968,6.276,10.348880000000001,25.872200000000003,Good
7.95,27.113,2.117,31.912959999999998,6.189,12.520040000000002,31.3001,Good
7.947,27.082,2.287,31.80864,6.188,11.075560000000001,27.6889,Good
7.945,27.066,2.202,31.79904,6.215,11.14408,27.8602,Good
7.944,27.081,1.964,31.810560000000002,6.169,11.521680000000002,28.8042,Good
7.934,27.09,1.99,31.80544,6.069,11.4732,28.683,Good
7.925,26.627,2.219,30.284160000000004,6.104,11.063960000000002,27.6599,Good
7.947,26.591,2.538,30.595200000000002,6.273,11.25328,28.1332,Good
7.947,26.603,1.974,30.897280000000002,6.349,10.181440000000002,25.4536,Good
7.945,26.604,2.88,30.794240000000002,6.372,12.182720000000002,30.4568,Good
7.949,26.637,2.726,30.54912,6.364,12.19296,30.4824,Good
7.949,26.685,2.787,30.7296,6.373,12.1614,30.4035,Good
7.953,26.618,3.256,30.49472,6.317,13.285440000000001,33.2136,Good
7.951,26.595,3.207,30.34432,6.314,10.6022,26.505499999999998,Good
7.953,26.532,2.932,30.12224,6.309,11.37536,28.4384,Good
7.96,26.555,3.796,30.1952,6.344,9.9028,24.756999999999998,Good
7.963,26.401,4.083,29.817600000000002,6.374,11.666680000000001,29.166700000000002,Good
7.964,26.314,2.931,29.765120000000003,6.366,11.426120000000001,28.5653,Good
7.963,26.338,2.94,29.91616,6.336,9.90224,24.7556,Good
7.964,26.321,3.097,30.126720000000002,6.373,9.732680000000002,24.3317,Good
7.961,26.432,2.894,30.43136,6.326,12.146160000000002,30.3654,Good
7.965,26.412,3.05,30.631680000000003,6.334,8.77576,21.9394,Good
7.961,26.376,2.628,30.43008,6.296,,,Good
7.961,26.342,2.648,30.410880000000002,6.269,12.30256,30.7564,Good
7.951,26.343,2.432,30.41408,6.182,8.06664,20.1666,Good
7.957,26.327,2.678,30.58944,6.252,11.26976,28.1744,Good
7.958,26.308,2.578,30.58752,6.257,9.46344,23.6586,Good
7.967,26.235,2.767,30.54784,6.285,,,Good
7.965,26.205,2.696,30.502399999999998,6.281,11.7268,29.317,Good
7.964,26.193,2.533,30.70272,6.26,8.603240000000001,21.508100000000002,Good
7.962,26.184,2.454,30.577280000000002,6.242,11.58392,28.9598,Good
7.958,26.178,2.023,30.62912,6.223,9.04804,22.6201,Good
7.96,26.159,2.068,30.684160000000002,6.231,8.511920000000002,21.2798,Good
7.964,26.131,1.958,30.70848,6.215,8.20608,20.5152,Good
7.943,26.11,1.297,30.687359999999998,,6.955,17.3875,Poor
7.943,26.1,1.635,30.7168,,7.062600000000001,17.6565,Poor
7.964,26.103,2.67,30.75456,6.165,8.933440000000001,22.3336,Good
7.964,26.088,2.077,30.77504,6.11,8.23724,20.5931,Good
7.925,26.086,1.34,30.777600000000003,,7.76608,19.4152,Poor
7.931,26.062,1.292,30.76736,,7.25056,18.1264,Poor
7.931,26.032,1.078,30.65472,,7.00376,17.5094,Poor
7.94,26.035,1.316,30.714879999999997,,7.023600000000001,17.559,Poor
7.934,25.997,1.674,30.711039999999997,,6.35376,15.8844,Poor
7.956,25.991,2.005,30.688000000000002,6.135,9.10068,22.7517,Good
7.959,25.93,1.513,30.45568,,8.139000000000001,20.3475,Poor
7.948,25.984,1.219,30.62912,,6.405320000000001,16.0133,Poor
7.912,25.99,1.084,30.66432,,5.566400000000001,13.916,Poor
7.939,26.001,1.366,30.82816,,6.738880000000001,16.8472,Poor
7.902,26.078,0.908,30.816,,5.29424,13.2356,Poor
,26.144,1.093,30.96192,,5.45132,13.6283,Fair
7.9,26.17,1.118,31.01312,,6.130800000000001,15.327000000000002,Poor
7.955,26.008,1.765,30.6944,,8.064440000000001,20.1611,Poor
7.981,25.705,1.856,28.247680000000003,6.048,7.7324,19.331,Good
7.991,25.189,2.121,26.91072,6.458,7.7525200000000005,19.3813,Good
7.972,24.616,3.23,23.95008,6.612,8.649680000000002,21.624200000000002,Good
7.924,24.663,4.429,24.2304,6.731,9.43124,23.5781,Good
7.916,25.351,1.707,28.55168,6.215,7.658680000000001,19.146700000000003,Good
7.914,25.948,1.529,30.6112,,7.7644400000000005,19.4111,Poor
,26.107,2.399,31.00928,,7.299959999999999,18.249899999999997,Fair
7.925,26.1,1.643,30.917759999999998,,7.0242,17.5605,Poor
7.932,24.144,4.208,21.21408,6.765,8.694720000000002,21.736800000000002,Good
,24.266,4.895,21.2352,7.026,9.319080000000001,23.297700000000003,Fair
,24.341,4.393,21.81632,7.077,8.871880000000003,22.179700000000004,Fair
,23.685,6.222,17.80224,7.418,9.3776,23.444,Fair
,23.703,,16.09472,7.368,,,Fair
,23.811,6.888,18.256,7.384,9.976080000000001,24.9402,Fair
,23.742,,16.86656,7.081,,,Fair
,23.721,,16.23552,7.406,,,Fair
,23.706,,16.005119999999998,7.477,,,Fair
7.905,23.694,,15.51808,7.422,,,Poor
7.92,23.735,,,7.403,,,Poor
7.943,23.725,,,7.385,,,Poor
7.971,23.34,,,7.686,,,Poor
7.95,23.251,,,7.703,,,Poor
7.948,23.588,7.317,,7.363,10.13724,25.3431,Fair
7.951,23.478,,,7.463,,,Poor
7.959,23.652,6.869,,7.268,9.507159999999999,23.767899999999997,Fair
7.953,23.696,,,7.215,,,Poor
7.964,24.108,,,7.227,,,Poor
7.966,23.622,,,7.48,,,Poor
7.96,23.337,6.831,,7.639,9.65916,24.1479,Fair
7.965,23.252,,,7.739,,,Poor
7.977,23.185,,,7.838,,,Poor
7.98,23.263,7.798,,7.787,16.24784,40.6196,Fair
7.968,23.195,7.827,,7.923,15.828600000000002,39.5715,Fair
7.98,23.358,7.925,,7.814,11.08444,27.711100000000002,Fair
7.987,23.564,7.217,,7.623,9.43132,23.5783,Fair
7.981,23.701,6.656,,7.473,11.069680000000002,27.674200000000003,Fair
7.981,23.701,6.656,,7.473,11.069680000000002,27.674200000000003,Fair
7.98,23.371,7.281,,7.766,9.720680000000002,24.3017,Fair
7.966,23.217,7.279,,7.921,10.230360000000001,25.5759,Fair
7.952,23.141,7.535,,7.971,10.009880000000003,25.024700000000003,Fair
7.937,23.165,7.728,,7.963,10.1188,25.296999999999997,Fair
7.931,23.17,7.919,,7.977,11.002600000000001,27.5065,Fair
7.943,23.418,,,7.755,,,Poor
7.954,23.418,,,7.767,,,Poor
7.959,23.47,,,7.722,,,Poor
7.964,23.527,,,7.673,,,Poor
7.968,23.579,7.745,,7.624,13.141320000000002,32.853300000000004,Fair
7.97,23.605,7.291,,7.58,10.636600000000001,26.5915,Fair
7.978,23.686,7.269,,7.509,10.293880000000001,25.734700000000004,Fair
7.984,23.697,7.192,,7.527,11.19896,27.9974,Fair
7.983,23.664,7.075,,7.542,9.99492,24.9873,Fair
7.983,23.684,7.127,,7.532,10.200520000000001,25.5013,Fair
7.985,23.649,7.191,,7.569,10.420920000000002,26.052300000000002,Fair
7.971,23.505,7.687,,7.732,11.278200000000002,28.195500000000003,Fair
7.96,23.427,,,7.876,,,Poor
,23.308,,,8.029,,,Fair
7.919,23.357,,,7.994,,,Poor
7.952,23.458,7.931,,7.868,10.557640000000001,26.3941,Fair
,23.329,,,8.077,,,Fair
,23.34,,,8.116,,,Fair
,23.316,,,8.195,,,Fair
,23.267,,,,,,Fair
,23.397,,,8.104,,,Fair
7.912,23.506,,,7.891,,,Poor
7.902,23.437,,,7.943,,,Poor
,23.331,,,8.173,,,Fair
,23.234,,,,,,Fair
,23.276,,,8.176,,,Fair
,23.326,,,8.105,,,Fair
,23.33,,,8.121,,,Fair
,23.364,,,8.042,,,Fair
,23.447,,,7.913,,,Fair
,23.323,,,8.053,,,Fair
,23.339,,,8.085,,,Fair
,23.218,,,,,,Fair
,23.255,,,8.178,,,Fair
,23.326,,,8.034,,,Fair
7.908,23.421,7.341,,7.913,10.50788,26.2697,Fair
7.919,23.445,7.136,,7.869,9.910800000000002,24.777,Fair
7.932,23.506,6.8,,7.783,9.68688,24.2172,Fair
7.931,23.484,6.894,,7.812,9.722320000000002,24.3058,Fair
7.931,23.473,7.05,,7.824,10.543040000000001,26.3576,Fair
7.923,23.423,7.335,,7.874,10.977240000000002,27.4431,Fair
7.921,23.451,7.026,,7.825,10.10608,25.2652,Fair
7.909,23.434,7.41,,7.846,11.23032,28.0758,Fair
7.917,23.469,7.141,,7.801,10.67332,26.6833,Fair
7.912,23.485,7.343,,7.79,11.3214,28.3035,Fair
,23.469,7.46,,7.819,10.671120000000002,26.6778,Fair
,23.376,,,7.956,,,Fair
,23.331,,,8.062,,,Fair
,23.266,,,,,,Fair
,23.313,,,8.079,,,Fair
,23.359,,,7.939,,,Fair
,23.418,7.777,,7.853,,,Fair
,23.442,,,7.823,,,Fair
,23.405,,,7.866,,,Fair
,23.328,,,7.975,,,Fair
,23.46,7.194,,7.762,10.0988,25.247,Fair
,23.457,7.689,,7.756,11.014760000000003,27.536900000000003,Fair
,23.561,6.145,,7.56,9.21428,23.0357,Fair
7.91,23.581,5.97,,7.504,8.70208,21.7552,Fair
7.907,23.556,6.582,,7.607,9.382480000000001,23.456200000000003,Fair
7.909,23.516,6.168,,7.591,9.458879999999999,23.647199999999998,Fair
,23.377,7.198,,7.77,10.403360000000001,26.0084,Fair
,23.315,,,7.873,,,Fair
,23.242,,,7.998,,,Fair
,23.244,,,7.981,,,Fair
,23.215,,,7.974,,,Fair
,23.221,,,7.963,,,Fair
,23.28,7.824,,7.83,11.600000000000001,29.000000000000004,Fair
,23.293,7.813,,7.819,9.38484,23.4621,Fair
,23.376,7.183,,7.712,11.545480000000001,28.8637,Fair
,23.272,7.848,,7.847,,,Fair
,23.244,,,7.862,,,Fair
,23.199,,,7.998,,,Fair
,23.202,,,7.977,,,Fair
,23.282,,,7.856,,,Fair
,23.145,,,8.146,,,Fair
,23.23,,,7.957,,,Fair
,23.192,,,8.038,,,Fair
,23.195,,,8.03,,,Fair
,23.258,,,7.906,,,Fair
,23.154,,,8.025,,,Fair
,23.123,,,8.07,,,Fair
,23.081,,,8.13,,,Fair
,23.181,,,7.978,,,Fair
,23.304,7.814,,7.803,11.46552,28.6638,Fair
,23.297,,,7.783,,,Fair
,23.27,,,7.809,,,Fair
,23.36,7.695,,7.72,,,Fair
,23.396,7.46,,7.68,11.43248,28.5812,Fair
,23.362,,,7.652,,,Fair
,23.383,,,7.652,,,Fair
,23.378,7.385,,7.609,11.235640000000002,28.089100000000002,Fair
,23.323,7.397,,7.674,13.09844,32.7461,Fair
,23.244,7.009,,7.687,10.996920000000001,27.4923,Fair
,23.301,6.476,,7.578,12.373680000000002,30.934200000000004,Fair
,23.36,6.468,,7.488,,,Fair
,23.42,6.392,,7.384,,,Fair
,23.346,6.896,,7.45,,,Fair
,23.369,6.133,,7.241,13.00372,32.509299999999996,Fair
,23.286,6.202,,7.228,15.14888,37.8722,Fair
,23.355,5.622,,7.069,,,Fair
,23.507,4.567,,7.015,,,Fair
,23.424,5.079,,7.106,,,Fair
,23.321,6.213,,7.312,,,Fair
,23.038,,,7.634,,,Fair
,23.25,7.402,,7.51,,,Fair
,23.263,6.953,,7.486,,,Fair
,23.77,5.219,,6.903,,,Fair
,23.954,4.219,,6.631,8.090920000000002,20.227300000000003,Fair
,23.802,4.284,,6.746,8.00896,20.022399999999998,Fair
,23.847,4.566,,6.745,8.208160000000001,20.520400000000002,Fair
7.901,23.894,4.329,,6.762,7.868120000000001,19.6703,Good
7.904,23.841,4.797,,6.776,8.45508,21.1377,Good
7.902,23.814,4.973,,6.839,8.23292,20.5823,Good
7.904,23.822,4.726,,6.77,8.260560000000002,20.651400000000002,Good
7.906,23.83,4.856,,6.703,8.292,20.73,Good
,23.666,5.708,,6.939,9.49648,23.7412,Fair
,23.54,6.733,,7.127,9.7446,24.3615,Fair
,23.489,5.578,,6.921,9.698720000000002,24.2468,Fair
,23.472,6.128,,7.12,9.432160000000001,23.5804,Fair
,23.314,6.884,,7.074,10.343520000000002,25.858800000000002,Fair
,23.346,4.994,,6.749,9.00808,22.5202,Fair
,23.335,5.857,,7.011,9.8274,24.5685,Fair
,23.129,7.667,,7.373,11.87052,29.6763,Fair
,23.062,7.862,,7.386,11.122160000000001,27.8054,Fair
,22.973,,,7.857,,,Fair
,22.983,,,7.902,,,Fair
,23.245,,,7.883,,,Fair
,23.354,,,7.856,,,Fair
,23.421,,,7.87,,,Fair
,23.486,,,7.88,,,Fair
,23.423,,,7.881,,,Fair
,23.559,,,7.822,,,Fair
,23.545,7.252,,7.656,,,Fair
,23.591,7.851,,7.74,10.485080000000002,26.2127,Fair
,23.645,7.625,,7.688,11.291400000000001,28.2285,Fair
,23.744,7.047,,7.649,9.78612,24.4653,Fair
,23.802,6.663,,7.515,10.16116,25.4029,Fair
,23.881,6.385,,7.591,9.677480000000001,24.1937,Fair
,23.881,6.385,,7.591,9.677480000000001,24.1937,Fair
,24.034,6.239,,7.598,9.45652,23.641299999999998,Fair
,24.146,6.096,,7.558,9.425279999999999,23.5632,Fair
,24.2,6.023,,7.523,9.2898,23.2245,Fair
,24.518,6.609,,7.554,9.94764,24.8691,Fair
,24.464,6.537,,7.505,11.001720000000002,27.504300000000004,Fair
,24.485,5.801,,7.45,9.321800000000001,23.3045,Fair
,24.946,7.33,,7.588,10.28808,25.720200000000002,Fair
,25.169,6.985,,7.6,10.330919999999999,25.827299999999997,Fair
,25.279,7.092,,7.653,10.526320000000002,26.315800000000003,Fair
